term,lang,count,files,examples
thanks,en,5,Amanda_CanSellSoda.eng.mtf;Amanda_TryFindLodge.eng.mtf;Araki_AfterGhostVisit.eng.mtf,"No thanks, I'm not in the mood | No thanks | OK, thanks!"
Thanks,en,5,Amanda_PyjamasParty.eng.mtf;Araki_AfterGhostVisit.eng.mtf;Araki_HackerTrial1.eng.mtf;_OnThePhone.eng.mtf;_VisionaryDream.eng.mtf,"Thanks | Thanks, I'll do that! | Thanks!"
That,en,5,Araki_CasinoNightIsOver.eng.mtf;Araki_YouAreMemberNow.eng.mtf;_DetectFactoryBreakIn.eng.mtf;_OnThePhone.eng.mtf,That's good | That sounds horrible | That would be all
There,en,5,Araki_AfterGhostVisit.eng.mtf;_DetectFactoryBreakIn.eng.mtf;_OnThePhone.eng.mtf;_VisionaryDream.eng.mtf,"There's something in my room | There's no reason for either of us to involve the police | There's never been a call for you, has there?"
try,en,5,Araki_AfterGhostVisit.eng.mtf;Araki_CasinoNightIsOver.eng.mtf;Araki_GamblingTonight.eng.mtf,They try to keep as much of the network under control as possible | I have to try this! | I think I need to try to explore the internet
undan,sv,5,_ManHunt.eng.mtf,Nu kommer du inte undan | Nu kommer du inte undan | Nu kommer du inte undan
vara,sv,5,_CakeParty.eng.mtf;_DetectFactoryBreakIn.eng.mtf;_OnThePhone.eng.mtf,"Jag måste få vara själv med Ivan! | Jag måste få vara ensam med Ivan | Sebastian, kan du vara snäll och gå också?"
våra,sv,5,Araki_AfterGhostVisit.eng.mtf;Araki_CasinoNightIsOver.eng.mtf;AskAboutFloppyReader.eng.mtf;_OnThePhone.eng.mtf,Så jag ser till att våra datorer inte drar någon uppmärksamhet till sig | Jag jobbar mycket med våra utposter på nätet | Men den är inte tillgänglig för våra gäster
Where,en,5,Albert_Ghosts.eng.mtf;Amanda_ClubDotGig2.eng.mtf;_InExperimentHall.eng.mtf;_OnThePhone.eng.mtf,Where am I? | Where AM I?!!?! | Where are you from?
will,en,5,_CakeParty.eng.mtf;_OnThePhone.eng.mtf,"Yes, I suppose it will have to work out... | You will have to travel a bit. We will cover all travel expenses, of course | You will have to travel a bit. We will cover all travel expenses, of course"
yes,en,5,Albert_Ghosts.eng.mtf;Amanda_CanSellSoda.eng.mtf;Araki_AfterGhostVisit.eng.mtf;_DetectFactoryBreakIn.eng.mtf;_OnThePhone.eng.mtf,"Oh yes... | Um... yes | Nonsense, yes!"
You're,en,5,Amanda_CanSellSoda.eng.mtf;_CakeParty.eng.mtf;_DetectFactoryBreakIn.eng.mtf;_VisionaryDream.eng.mtf,"You're selling something, right? | You're a saint, Sebastian! | You're a clever one"
Yulian,sv,5,Amanda_Arrival.eng.mtf;Araki_AfterGhostVisit.eng.mtf;_DetectFactoryBreakIn.eng.mtf,Yulian säger att det är deras fel | Yulian säger att han ibland inte kunnat ta sig ut ur internet | Har du sett Yulian?
aldrig,sv,4,Albert_Ghosts.eng.mtf;_DetectFactoryBreakIn.eng.mtf;_OnThePhone.eng.mtf,"Fast vi sover i och för sig aldrig här... | Va?! Nej, det namnet har jag aldrig hört | Men jag har aldrig träffat karln!"
allt,sv,4,Albert_Ghosts.eng.mtf;Araki_AfterGhostVisit.eng.mtf;_DetectFactoryBreakIn.eng.mtf;_OnThePhone.eng.mtf,Jag önskar att jag kunde ta in allt på samma gång | Det är ju jävlarna på ministeriet som ställt till med allt det här | Det var allt
allting,sv,4,Araki_AfterGhostVisit.eng.mtf;_DetectFactoryBreakIn.eng.mtf,"Jag vet inte hur vi ska fixa allting bara | Men de kan inte övervaka allting samtidigt, som tur är | Ja nästan allting"
bli,sv,4,Amanda_Arrival.eng.mtf;Araki_CasinoNightIsOver.eng.mtf;_AfterPyjamas.eng.mtf;_CakeParty.eng.mtf,"Varför kan det inte bara bli som förr? | Tror att det kan bli riktigt användbart för att utforska internet | Oj, börjar bli sent nu"
Bra,sv,4,Amanda_ClubDotGig2.eng.mtf;Amanda_PyjamasParty.eng.mtf;Araki_GamblingTonight.eng.mtf;_DetectFactoryBreakIn.eng.mtf,Bra fest här som vanligt | Bra..? | Bra
cake,en,4,_OnThePhone.eng.mtf,"Can we start on the cake soon? | Dad, pass me the cake knife please | Thanks for the cake"
call,en,4,Araki_AfterGhostVisit.eng.mtf;Araki_YouAreMemberNow.eng.mtf;_OnThePhone.eng.mtf,"Yes... and then you have to call Slurp() | Pure spaghetti code, I don't understand how these people can call themselves pro | A call, now?"
called,en,4,Araki_CasinoNightIsOver.eng.mtf;_OnThePhone.eng.mtf,The function is called Slurp() | The place is called Dorisburg | In Dorisburg you'll be staying at a hotel called...
city,en,4,_OnThePhone.eng.mtf,"It's not here in the city though | In all honesty I don't know much about the city | Oh yes, I forgot to mention that we have a salesman on-site in the city"
Dorisburg,sv,4,_OnThePhone.eng.mtf,"Dorisburg heter det | Väl i Dorisburg ska du ta in på ett hotell som heter... | Ja, Dorisburg ligger på en ö tror jag"
Dorisburg,en,4,_OnThePhone.eng.mtf,"The place is called Dorisburg | In Dorisburg you'll be staying at a hotel called... | Yes, Dorisburg is on an island, I believe"
Exactly,en,4,Araki_AfterGhostVisit.eng.mtf;_CakeParty.eng.mtf;_DetectFactoryBreakIn.eng.mtf;_OnThePhone.eng.mtf,Exactly | Exactly | Exactly
Excuse,en,4,Albert_Ghosts.eng.mtf;Amanda_ClubDotGig1.eng.mtf;Amanda_PyjamasParty.eng.mtf;Araki_Arrival.eng.mtf,"Excuse me, what did you just say? | Excuse me | Excuse me..."
experiment,en,4,_CakeParty.eng.mtf;_OnThePhone.eng.mtf,You'll be subjected to a life-threatening experiment!!! | The experiment is tomorrow at the ministry | We have special access to the experiment hall tomorrow
finns,sv,4,Albert_Ghosts.eng.mtf;Araki_AfterGhostVisit.eng.mtf;Araki_CasinoNightIsOver.eng.mtf,"Det var tur, det finns så dåligt med sittplatser | Å, det finns flera sätt | Den finns tillgänglig på de flesta datorer"
få,sv,4,Amanda_PyjamasParty.eng.mtf;_CakeParty.eng.mtf;_OnThePhone.eng.mtf,Kan man få en? | Jag måste få vara själv med Ivan! | Jag måste få vara ensam med Ivan
god,sv,4,_OnThePhone.eng.mtf,"Var nu så god och svara i telefon | Den går imorgon bitti från hamnen, var där i god tid! | God natt, god natt"
Hallå,sv,4,Albert_Ghosts.eng.mtf;_DetectFactoryBreakIn.eng.mtf;_DieOnInternet.eng.mtf;_FoundBackdoor.eng.mtf,"Hallå?! | Hallå, så kan ni inte göra! | Hallå?!"
help,en,4,Amanda_TryFindLodge.eng.mtf;Araki_HackerTrial1.eng.mtf;_OnThePhone.eng.mtf,"Right, thanks for your help anyway | Could you help me out a little, I'm having some trouble with the trial...? | I'm just trying to help you understand the magnitude of what I achieved today!"
Hey,en,4,Amanda_Arrival.eng.mtf;Amanda_PyjamasParty.eng.mtf;Araki_AfterGhostVisit.eng.mtf;_DetectFactoryBreakIn.eng.mtf,"Hey, I'm really stressed out right now, not really in the mood to talk | Hey, you got beer? | Hey"
hoppas,sv,4,_OnThePhone.eng.mtf,"Vi hoppas att du kommer att trivas i Wellspring-familjen! | Hej då, hoppas du får det bra på ditt nya jobb | Mm, hoppas"
hotel,en,4,_DetectFactoryBreakIn.eng.mtf;_OnThePhone.eng.mtf,He works at the hotel | Including a stay at a local hotel | In Dorisburg you'll be staying at a hotel called...
idag,sv,4,Araki_AfterGhostVisit.eng.mtf;Araki_YouAreMemberNow.eng.mtf;_OnThePhone.eng.mtf,"Kunde inte lägga ner den, så jag är lite trött idag | Många svåra buggar idag | Sebastian vill bara höra vad hans far har uträttat idag"
intresserad,sv,4,Amanda_CanSellSoda.eng.mtf;_DetectFactoryBreakIn.eng.mtf;_OnThePhone.eng.mtf,"Inte intresserad! | Hej, fortfarande inte intresserad | Varken du eller jag är intresserad av att blanda in polisen i det här"
isn't,en,4,Amanda_ClubDotGig2.eng.mtf;Amanda_PyjamasParty.eng.mtf;Amanda_TryFindLodge.eng.mtf;AskAboutFloppyReader.eng.mtf,"Well, isn't it...? | But this isn't beer? | Yes... isn't she the girl working at the shoe store?"
ja,sv,4,Albert_Ghosts.eng.mtf;Amanda_CanSellSoda.eng.mtf;Amanda_PyjamasParty.eng.mtf;Araki_AfterGhostVisit.eng.mtf,"Oh, ja... | Ehm... ja | Ja ja, vi är där jätteofta"
Just,en,4,Amanda_CanSellSoda.eng.mtf;Araki_CasinoNightIsOver.eng.mtf;_OnThePhone.eng.mtf,Just wanted to say hi | Just like we suspected | Just so
kolla,sv,4,Araki_CasinoNightIsOver.eng.mtf;_OnThePhone.eng.mtf,"Du får kolla in det om du är där och utforskar | Nej nu ska jag kolla på TV hörrni | Vänta, jag ska bara kolla klart här"
leave,en,4,_CakeParty.eng.mtf;_DetectFactoryBreakIn.eng.mtf,"It's time for all of you to leave | I'll leave then | I'll leave too then, goodbye friends"
let,en,4,Araki_CasinoNightIsOver.eng.mtf;_CakeParty.eng.mtf;_DetectFactoryBreakIn.eng.mtf,"Longson is up to something, let me tell you | Do they really let people into the ministry? | I'll let you go"
lugnt,sv,4,Araki_AfterGhostVisit.eng.mtf;_InExperimentHall.eng.mtf;_OnThePhone.eng.mtf,"Det brukar hjälpa att ta det lite lugnt sen, så går det över | Ta det lugnt bara | Ta det lugnt Pixie"
Min,sv,4,Amanda_TryFindLodge.eng.mtf;_InExperimentHall.eng.mtf;_OnThePhone.eng.mtf,"Min kompis Emma känner henne bättre | Min herre, ni måste sätta er ner omedelbart | Min son"
ministeriet,sv,4,Araki_AfterGhostVisit.eng.mtf;_CakeParty.eng.mtf,Det är ju jävlarna på ministeriet som ställt till med allt det här | Experimentet är imorgon på ministeriet | Får man verkligen komma in på ministeriet?
Ministeriet,sv,4,Araki_AfterGhostVisit.eng.mtf;Araki_YouAreMemberNow.eng.mtf;_CakeParty.eng.mtf,En stor del av mitt jobb är att hålla oss dolda från Ministeriet | Ministeriet har extremt hög säkerhet kring de delar av internet som leder in i d | Ministeriet visar ingen nåd
Ministry,en,4,Araki_AfterGhostVisit.eng.mtf;_CakeParty.eng.mtf,It's the damn Ministry that's behind all this | A big part of my job is keeping us hidden from the Ministry | The Ministry has extremely high security around the parts of the internet that l
mitt,sv,4,Araki_AfterGhostVisit.eng.mtf;Araki_CasinoNightIsOver.eng.mtf;_OnThePhone.eng.mtf,Det var någonting på mitt rum | En stor del av mitt jobb är att hålla oss dolda från Ministeriet | Sitter med mitt sökprogram
modifier,en,4,Araki_GamblingTonight.eng.mtf;_DetectFactoryBreakIn.eng.mtf,"And don't bring your modifier, of course | Maaan, I wish I could get in there with a modifier, would be sweet as hell | Take his modifier"
much,en,4,Albert_Ghosts.eng.mtf;Araki_AfterGhostVisit.eng.mtf;Araki_HackerTrial1.eng.mtf;_OnThePhone.eng.mtf,"And he screams so much | They try to keep as much of the network under control as possible | Thank you very much, I look forward to it"
My,en,4,Amanda_TryFindLodge.eng.mtf;Araki_AfterGhostVisit.eng.mtf;_OnThePhone.eng.mtf,My friend Emma knows her better than I do | My mind is slow | My grandfather is from there!
ner,sv,4,Araki_AfterGhostVisit.eng.mtf;_InExperimentHall.eng.mtf,"Kunde inte lägga ner den, så jag är lite trött idag | Vi börjar inom någon minut, sätt er ner sa jag | Min herre, ni måste sätta er ner omedelbart"
Not,en,4,Amanda_CanSellSoda.eng.mtf;Amanda_PyjamasParty.eng.mtf;Araki_AfterGhostVisit.eng.mtf;_DetectFactoryBreakIn.eng.mtf,"Not interested! | Not feeling well | Not really, I started here after he disappeared"
någonting,sv,4,Araki_AfterGhostVisit.eng.mtf;_OnThePhone.eng.mtf,Självklart måste vi göra någonting | Det var någonting på mitt rum | Du måste hitta någonting som kan koppla upp sig mot andra saker
precis,sv,4,Amanda_CanSellSoda.eng.mtf;Amanda_ClubDotGig2.eng.mtf;Araki_GamblingTonight.eng.mtf;_DetectFactoryBreakIn.eng.mtf,Jag vill INTE ha något sa jag ju precis! | Jo precis | Ja precis
probably,en,4,_OnThePhone.eng.mtf,"Yes... as you probably know you lack any proper qualifications | Well... breakfast included, probably. You'll have to sort out the rest yourself | I'll probably go to bed soon"
Right,en,4,Amanda_TryFindLodge.eng.mtf;Araki_GamblingTonight.eng.mtf;_CakeParty.eng.mtf;_DetectFactoryBreakIn.eng.mtf,"Right, thanks for your help anyway | Right | Right, bye then"
See,en,4,Araki_AfterGhostVisit.eng.mtf;Araki_GamblingTonight.eng.mtf;Araki_HackerTrial1.eng.mtf;Araki_YouAreMemberNow.eng.mtf,"See you! | See you tomorrow at the lodge, OK? | See you!"
Should,en,4,_AfterPyjamas.eng.mtf;_CakeParty.eng.mtf;_DetectFactoryBreakIn.eng.mtf,"Should we go, Pixie? | Should I go too? | Should I contact the police?"
Slurp,sv,4,Araki_AfterGhostVisit.eng.mtf;Araki_CasinoNightIsOver.eng.mtf,Ja... och sen måste du anropa Slurp() då | Slurp? | Slurp-funktionen tar dig ut på internet
snäll,sv,4,Amanda_TryFindLodge.eng.mtf;Araki_AfterGhostVisit.eng.mtf;_CakeParty.eng.mtf;_OnThePhone.eng.mtf,"Sluta stör är du snäll | Kan vi ta det lite senare, är du snäll? | Sebastian, kan du vara snäll och gå också?"
special,en,4,_CakeParty.eng.mtf;_OnThePhone.eng.mtf;_VisionaryDream.eng.mtf,"We have special access to the experiment hall tomorrow | Oh, no one special | You're special"
säger,sv,4,Amanda_Arrival.eng.mtf;Araki_AfterGhostVisit.eng.mtf;_InExperimentHall.eng.mtf,"Yulian säger att det är deras fel | Kleislipilar, om det säger dig något? | Yulian säger att han ibland inte kunnat ta sig ut ur internet"
såklart,sv,4,Araki_AfterGhostVisit.eng.mtf;Araki_GamblingTonight.eng.mtf;_OnThePhone.eng.mtf,"De flesta datorer såklart... | Och ta inte med din modifierare, såklart | Men jag tvingade honom att göra det, såklart"
Ta,sv,4,Araki_AfterGhostVisit.eng.mtf;Araki_YouAreMemberNow.eng.mtf;_DetectFactoryBreakIn.eng.mtf;_InExperimentHall.eng.mtf,Ta det lugnt bara | Ta varje chans att undersöka hur saker egentligen fungerar | Ta hans modiferare
tell,en,4,Amanda_CanSellSoda.eng.mtf;Araki_CasinoNightIsOver.eng.mtf;_CakeParty.eng.mtf;_DetectFactoryBreakIn.eng.mtf,"Yeah, I could tell | Longson is up to something, let me tell you | She's a tad hysterical, as you can tell"
that's,en,4,Amanda_TryFindLodge.eng.mtf;Araki_AfterGhostVisit.eng.mtf;Araki_GamblingTonight.eng.mtf;_OnThePhone.eng.mtf,"Yes, that's quite possible | It's the damn Ministry that's behind all this | Yes, that's right"
There's,en,4,Araki_AfterGhostVisit.eng.mtf;_DetectFactoryBreakIn.eng.mtf;_OnThePhone.eng.mtf,"There's something in my room | There's no reason for either of us to involve the police | There's never been a call for you, has there?"
They,en,4,Araki_AfterGhostVisit.eng.mtf;AskAboutFloppyReader.eng.mtf;_DetectFactoryBreakIn.eng.mtf;_OnThePhone.eng.mtf,They try to keep as much of the network under control as possible | They do? | They'll just make a mess of things
thing,en,4,Araki_CasinoNightIsOver.eng.mtf;AskAboutFloppyReader.eng.mtf;_OnThePhone.eng.mtf,"Thought so, it's the best thing there is | But isn't that the kind of thing people have at home? | Just one thing, a ship...?"
time,en,4,Amanda_PyjamasParty.eng.mtf;Amanda_TryFindLodge.eng.mtf;_CakeParty.eng.mtf,"Yeah sure, we hang out all the time | Sugar, I don't have time for this right now | It's time for all of you to leave"
today,en,4,Araki_AfterGhostVisit.eng.mtf;Araki_YouAreMemberNow.eng.mtf;_OnThePhone.eng.mtf,"Couldn't put it down, so I'm a bit tired today | Many nasty bugs today | Sebastian wants to know what his father has been up to today Sebastian"
told,en,4,Amanda_CanSellSoda.eng.mtf;Amanda_TryFindLodge.eng.mtf;_CakeParty.eng.mtf;_OnThePhone.eng.mtf,"I just told you I DON'T want anything! | No, I told you | But we're meeting up at the ministry, I told you!!!"
Va,sv,4,Amanda_Arrival.eng.mtf;Amanda_CanSellSoda.eng.mtf;_DetectFactoryBreakIn.eng.mtf;_OnThePhone.eng.mtf,"Va? | Va? | Va?! Nej, det namnet har jag aldrig hört"
varandra,sv,4,Araki_GamblingTonight.eng.mtf;_DetectFactoryBreakIn.eng.mtf;_OnThePhone.eng.mtf,"Vi får inte låtsas om att vi känner varandra | Vi kan inte prata med varandra | Vi ger varandra utmaningar, typ att bryta sig in så här"
varit,sv,4,Araki_AfterGhostVisit.eng.mtf;Araki_CasinoNightIsOver.eng.mtf;Araki_GamblingTonight.eng.mtf,"Har du varit inne på internet? | Jag har drabbats av det när jag varit ute på internet för länge | Ja, har du inte varit ute på internet?!"
verkar,sv,4,Araki_AfterGhostVisit.eng.mtf;_DetectFactoryBreakIn.eng.mtf;_OnThePhone.eng.mtf,"Hon verkar helt förstörd! | Du verkar väldigt lugn? | Chefen, vi verkar ha fått besök under natten"
Vänta,sv,4,Amanda_PyjamasParty.eng.mtf;_DetectFactoryBreakIn.eng.mtf;_OnThePhone.eng.mtf,"Vänta här så ska jag hämta | Vänta nu... vad håller ni på med?!!! | Vänta, jag ska bara kolla klart här"
we're,en,4,Araki_AfterGhostVisit.eng.mtf;_CakeParty.eng.mtf;_DetectFactoryBreakIn.eng.mtf,"I don't know how we're going to fix everything | But we're meeting up at the ministry, I told you!!! | Yes, we're a small crew"
You'll,en,4,Amanda_TryFindLodge.eng.mtf;_CakeParty.eng.mtf;_OnThePhone.eng.mtf,"You'll have to ask around | You'll be subjected to a life-threatening experiment!!! | Well... breakfast included, probably. You'll have to sort out the rest yourself"
you'll,en,4,_CakeParty.eng.mtf;_OnThePhone.eng.mtf,I hope you'll be able to sleep | In Dorisburg you'll be staying at a hotel called... | The hotel you'll be staying at is called the DEVOTCHKA
you're,en,4,Araki_AfterGhostVisit.eng.mtf;Araki_CasinoNightIsOver.eng.mtf;Araki_YouAreMemberNow.eng.mtf;_ManHunt.eng.mtf,What you're describing sounds like 'corruption' | Check them out when you're exploring online | You have to practice a lot if you're gonna cope with tricky situations out in th
Zarah,en,4,Albert_Ghosts.eng.mtf,Zarah managed to drag a sofa in here for us Zarah | Zarah managed to drag a sofa in here for us Zarah | Neither Zarah nor I could sleep Zarah
ändå,sv,4,Araki_CasinoNightIsOver.eng.mtf;_DetectFactoryBreakIn.eng.mtf;_OnThePhone.eng.mtf,Fast han höll sig rätt lugn igår ändå | Jo men det gick bra ändå | Det är ju ändå Sebastians födelsedag
Är,sv,4,Albert_Ghosts.eng.mtf;_DetectFactoryBreakIn.eng.mtf;_VisionaryDream.eng.mtf,Är det här internet? | Är det någon som skriker?! | Är vi klara? Jag hittar ut själv
Aha,sv,3,Araki_AfterGhostVisit.eng.mtf;_OnThePhone.eng.mtf,Aha... | Aha | Aha
Aha,en,3,Araki_AfterGhostVisit.eng.mtf;_OnThePhone.eng.mtf,Aha... | Aha | Aha
alldeles,sv,3,_DetectFactoryBreakIn.eng.mtf;_OnThePhone.eng.mtf,"Jag tog mig in alldeles själv | Nej, jag klarade mig alldeles själv | Ja, alldeles strax"
am,en,3,Albert_Ghosts.eng.mtf;_CakeParty.eng.mtf;_OnThePhone.eng.mtf,"Where am I? | OK, I'll be there around 10 am | OK, where am I going?"
annan,sv,3,Amanda_TryFindLodge.eng.mtf;_OnThePhone.eng.mtf,"Jag tror du måste blanda ihop henne med någon annan | Men vi har en ledig tjänst som ingen annan har visat intresse för | Jag fick ett jobb, det verkar vara i en annan stad"
anymore,en,3,Amanda_Arrival.eng.mtf;_CakeParty.eng.mtf;_OnThePhone.eng.mtf,"Sorry, I don't feel like talking anymore | I can't handle this anymore | You two don't talk anymore"
Anything,en,3,Amanda_TryFindLodge.eng.mtf;Araki_CasinoNightIsOver.eng.mtf;_DetectFactoryBreakIn.eng.mtf,Anything else? | Anything you need done down here | Anything else you wanna know?
bed,en,3,Albert_Ghosts.eng.mtf;_OnThePhone.eng.mtf,Did you bring a bed? | I'm going to bed now | I'll probably go to bed soon
beer,en,3,Amanda_PyjamasParty.eng.mtf,"Hey, you got beer? | But this isn't beer? | Want another beer?"
better,en,3,Amanda_ClubDotGig2.eng.mtf;Amanda_TryFindLodge.eng.mtf;_OnThePhone.eng.mtf,I like it better when they have raves here | My friend Emma knows her better than I do | You better get some proper sleep then
big,en,3,Albert_Ghosts.eng.mtf;Araki_AfterGhostVisit.eng.mtf,But it's too big | What's big?! | A big part of my job is keeping us hidden from the Ministry
börjar,sv,3,_AfterPyjamas.eng.mtf;_InExperimentHall.eng.mtf;_OnThePhone.eng.mtf,"Oj, börjar bli sent nu | Vi börjar inom någon minut, sätt er ner sa jag | När börjar du?"
Can't,en,3,_CakeParty.eng.mtf;_ManHunt.eng.mtf;_OnThePhone.eng.mtf,"Can't we meet here? | Can't we talk about this? | Can't you answer, please?"
care,en,3,Araki_CasinoNightIsOver.eng.mtf;Araki_YouAreMemberNow.eng.mtf;_OnThePhone.eng.mtf,"Gotta get back to work, take care | See you later, take care! | At Wellspring we care deeply for our employees"
computers,en,3,Araki_AfterGhostVisit.eng.mtf;Araki_CasinoNightIsOver.eng.mtf,So I make sure our computers don't draw any attention to themselves | Most computers of course... | It's available on most computers
Cool,en,3,Amanda_PyjamasParty.eng.mtf;Araki_AfterGhostVisit.eng.mtf;Araki_CasinoNightIsOver.eng.mtf,Cool man | Cool | Cool
datorer,sv,3,Araki_AfterGhostVisit.eng.mtf;Araki_CasinoNightIsOver.eng.mtf,Så jag ser till att våra datorer inte drar någon uppmärksamhet till sig | De flesta datorer såklart... | Den finns tillgänglig på de flesta datorer
De,sv,3,Araki_AfterGhostVisit.eng.mtf;_OnThePhone.eng.mtf,De försöker hålla så mycket som möjligt av nätverket under kontroll | De flesta datorer såklart... | De ville ha mig!
Den,sv,3,Araki_CasinoNightIsOver.eng.mtf;_OnThePhone.eng.mtf,"Den finns tillgänglig på de flesta datorer | Den går imorgon bitti från hamnen, var där i god tid! | Den där ska jag ha senare!"
deras,sv,3,Amanda_Arrival.eng.mtf;Araki_AfterGhostVisit.eng.mtf,Yulian säger att det är deras fel | Ministeriet har extremt hög säkerhet kring de delar av internet som leder in i d | Vilket är den största anledningen till att vi inte vet mer om deras organisation
Did,en,3,Albert_Ghosts.eng.mtf;Araki_AfterGhostVisit.eng.mtf;Araki_CasinoNightIsOver.eng.mtf,Did you bring a bed? | Did you know Albert who used to work here? | Did you find anything there
direkt,sv,3,Araki_AfterGhostVisit.eng.mtf;Araki_CasinoNightIsOver.eng.mtf,"Nej, inte direkt | Inte direkt, jag började här efter att han försvann | Njae, inte direkt"
each,en,3,Araki_GamblingTonight.eng.mtf;_DetectFactoryBreakIn.eng.mtf,"We have to act like we don't know each other | We can't talk to each other | Challenge each other, like with breaking in here"
easy,en,3,Araki_AfterGhostVisit.eng.mtf;_InExperimentHall.eng.mtf,"It usually helps to take it easy afterwards, then it passes | Take it easy | Take it easy, Pixie"
Eller,sv,3,AskAboutFloppyReader.eng.mtf;_DetectFactoryBreakIn.eng.mtf,"Eller jo, vi har väl kanske någon i källaren | Eller alltså, jag hade lite hjälp av en person | Eller alltså, jag modifierade grinden"
Emma,sv,3,Amanda_ClubDotGig1.eng.mtf;Amanda_PyjamasParty.eng.mtf;Amanda_TryFindLodge.eng.mtf,Har du sett Emma? | Hej då Emma | Min kompis Emma känner henne bättre
Emma,en,3,Amanda_ClubDotGig1.eng.mtf;Amanda_PyjamasParty.eng.mtf;Amanda_TryFindLodge.eng.mtf,Have you seen Emma? | Bye Emma | My friend Emma knows her better than I do
Er,en,3,Amanda_PyjamasParty.eng.mtf;_DetectFactoryBreakIn.eng.mtf;_OnThePhone.eng.mtf,"Er... | Er, no, yes, maybe?! | Er, so, I got the job?"
Everything,en,3,Albert_Ghosts.eng.mtf;Amanda_Arrival.eng.mtf;_InExperimentHall.eng.mtf,Everything is connected | Everything is shit | Everything is under control
everything,en,3,Araki_AfterGhostVisit.eng.mtf,"I don't know how we're going to fix everything | But they can't monitor everything at once, fortunately | Yes, almost everything"
Exakt,sv,3,Araki_AfterGhostVisit.eng.mtf;_DetectFactoryBreakIn.eng.mtf;_OnThePhone.eng.mtf,Exakt | Exakt | Exakt
Felix,sv,3,Amanda_PyjamasParty.eng.mtf,"Vet du var Felix bor? | Felix? | Han är så cool, Felix"
Felix,en,3,Amanda_PyjamasParty.eng.mtf,"Do you know where Felix lives? | Felix? | He's a cool cat, Felix"
few,en,3,Albert_Ghosts.eng.mtf;_DetectFactoryBreakIn.eng.mtf,"Lucky for us, there are so few seats around here | But first I'd like you to answer a few questions | We're a few buddies..."
fine,en,3,Amanda_TryFindLodge.eng.mtf;Araki_AfterGhostVisit.eng.mtf;_OnThePhone.eng.mtf,"No, I'm fine | No, I'm fine | It's fine, mom"
first,en,3,_DetectFactoryBreakIn.eng.mtf;_OnThePhone.eng.mtf,But first I'd like you to answer a few questions | Chapter 1 (first day) | I thought we should sing for you first
fler,sv,3,Albert_Ghosts.eng.mtf;_OnThePhone.eng.mtf,"Jag önskar att fler ville komma hit | Om du inte har några fler frågor så tycker jag att vi avslutar mötet här | Alltså, jag har ett antal fler samtal som jag måste ta här ikväll"
Frank,en,3,_DetectFactoryBreakIn.eng.mtf,"Frank, Pixie... | Frank... maybe someone else. I don't really know Frank…… | Frank... maybe someone else. I don't really know Frank……"
friends,en,3,_AfterPyjamas.eng.mtf;_CakeParty.eng.mtf;_DetectFactoryBreakIn.eng.mtf,"Cya friends! | I'll leave too then, goodbye friends | Well you see, it's more like we're a group of friends, like"
function,en,3,Araki_AfterGhostVisit.eng.mtf;Araki_CasinoNightIsOver.eng.mtf,Connect() is the function name Connect() | The Slurp() function takes you out to the internet Slurp() | The function is called Slurp()
försöka,sv,3,Araki_AfterGhostVisit.eng.mtf;Araki_GamblingTonight.eng.mtf;_OnThePhone.eng.mtf,Jag tror jag måste försöka utforska internet | Jaha... ska försöka | Mm? Kan vi inte försöka prata om någonting som inte är jobb
gate,en,3,_DetectFactoryBreakIn.eng.mtf,"Well... I just walked in through the gate | But the gate is locked | I mean, I modified the gate"
ghosts,en,3,Araki_AfterGhostVisit.eng.mtf,I'm looking for someone who knows something about ghosts | What do you mean by ghosts? | Like ghosts... but square
gick,sv,3,Araki_CasinoNightIsOver.eng.mtf;_DetectFactoryBreakIn.eng.mtf,Hur gick det för dig på Casinot? | Det gick kanon! | Jo men det gick bra ändå
gillar,sv,3,Amanda_Arrival.eng.mtf;Amanda_ClubDotGig2.eng.mtf;_DetectFactoryBreakIn.eng.mtf,Jag gillar den! | Jag gillar bättre när de har rejv här | Vi gillar att hitta på bus
grinden,sv,3,_DetectFactoryBreakIn.eng.mtf,"Tja... det var bara att gå in genom grinden | Men grinden är ju låst? | Eller alltså, jag modifierade grinden"
GÖR,sv,3,Albert_Ghosts.eng.mtf;_DetectFactoryBreakIn.eng.mtf,"SNÄLLA, GÖR DET! | Jag sa VAD GÖR NI HÄR INNE?!! | Jag sa VAD GÖR DU HÄR INNE?!!"
hade,sv,3,Araki_GamblingTonight.eng.mtf;_DetectFactoryBreakIn.eng.mtf;_OnThePhone.eng.mtf,"Ååå, jag önskar att jag kunde komma in där med en modifierare, hade varit så swe | Eller alltså, jag hade lite hjälp av en person | Du hade sökt ett jobb här hos oss"
Haha,sv,3,Araki_AfterGhostVisit.eng.mtf;Araki_GamblingTonight.eng.mtf;_OnThePhone.eng.mtf,"Haha, OK | Haha, OK | Haha, kolla vad kul!"
Haha,en,3,Araki_AfterGhostVisit.eng.mtf;Araki_GamblingTonight.eng.mtf;_OnThePhone.eng.mtf,"Haha, OK | Haha, OK | Haha, that's funny! Look at that!"
hans,sv,3,Amanda_PyjamasParty.eng.mtf;_DetectFactoryBreakIn.eng.mtf;_OnThePhone.eng.mtf,Du har väl sett hans uteplats? | Ta hans modiferare | Sebastian vill bara höra vad hans far har uträttat idag
