term,lang,count,files,examples
rätt,sv,8,Babcia_Arrival.eng.mtf;Babcia_FirstDay.eng.mtf;Bob_Arrival.eng.mtf;Bouncer_YouAreMemberNow.eng.mtf;Bower_GamblingTonight.eng.mtf;DancingBeauty.eng.mtf,"Jag får nog ta och gå och leta rätt på det... | Men jag är inte rätt person att fråga | Börja med att gå genom Burrows, det ligger rätt över bron här utanför"
sa,sv,8,Babcia_Arrival.eng.mtf;Babcia_CanSellSoda.eng.mtf;Babcia_FirstDay.eng.mtf;Babcia_Ghosts.eng.mtf;Bob_ClubDotGig1.eng.mtf;Bower_CanSellSoda.eng.mtf;CasinoBartender_Arrival.eng.mtf,"Kreditkortet sa jag... | Nej, sa jag ju! | Ojdå, sa han vad det gällde?"
seems,en,8,Babcia_Arrival.eng.mtf;Babcia_DoorProblems.eng.mtf;Bower_CanSellSoda.eng.mtf;CasinoBartender_Arrival.eng.mtf;Dorian_CakeParty.eng.mtf,"Unfortunately, it seems I've lost my card | No, everything seems clear. I'll go to my room now | It seems like there is something weird going on with the door to my room..."
Ska,sv,8,Babcia_AfterStalking.eng.mtf;Babcia_CanSellSoda.eng.mtf;Bernd_CanSellSoda.eng.mtf;Bernd_FirstDay.eng.mtf;Bower_CanSellSoda.eng.mtf;CasinoBartender_Arrival.eng.mtf,"Ska gå upp och lägga mig nu, ha det gött! | Ska dra ut på stan nu, hej då! | Ska det vara det?"
Soda,en,8,Babcia_Arrival.eng.mtf;Babcia_CanSellSoda.eng.mtf;Bernd_FirstDay.eng.mtf;Bob_CanSellSoda.eng.mtf;DancingBeauty.eng.mtf,"There you are. Booked by Wellspring Soda Inc | Soda? What, like pop? | Soda?"
stuff,en,8,Babcia_AfterStalking.eng.mtf;Babcia_CanSellSoda.eng.mtf;Babcia_DoorProblems.eng.mtf;Bob_WellspringContact.eng.mtf;Bouncer_AfterStalking.eng.mtf;CityHallGuard_Arrival.eng.mtf;DancingBeauty.eng.mtf,"Why do they do the stuff they do? | Stay away from that stuff | Yes, but you have to like, sell rooms and stuff like that"
Sure,en,8,Babcia_DoorFixed.eng.mtf;Babcia_FirstDay.eng.mtf;Bernd_Arrival.eng.mtf;Bob_Arrival.eng.mtf;Bouncer_Arrival.eng.mtf;Bower_GamblingTonight.eng.mtf;Chuck_Arrival.eng.mtf;DancingBeauty.eng.mtf,"Sure, it should be pretty safe to use now, I hope | Sure am! | Sure"
tonight,en,8,Bob_ClubDotGig1.eng.mtf;Bouncer_Arrival.eng.mtf;CasinoGuard1_Arrival.eng.mtf;CasinoGuard1_CasinoNightIsOver.eng.mtf;Chuck_Arrival.eng.mtf,"Damn, I'm so psyched for the show tonight! | Who's playing tonight? | Cool! You should go there tonight"
väldigt,sv,8,Babcia_DoorProblems.eng.mtf;Babcia_Ghosts.eng.mtf;DancingBeauty.eng.mtf;Dorian_CakeParty.eng.mtf;Dorian_YouAreMemberNow.eng.mtf,"Jag blev väldigt orolig... | Vad bra, jag blev väldigt förvånad | Du ser väldigt svag ut"
want,en,8,Babcia_AfterStalking.eng.mtf;Babcia_Arrival.eng.mtf;Babcia_FirstDay.eng.mtf;Bob_Arrival.eng.mtf;Bob_TryFindLodge.eng.mtf;CasinoBartender_Arrival.eng.mtf,"You wouldn't happen to want to buy a soda? | Perhaps you want the key first? | No, I want it"
you're,en,8,Babcia_AfterStalking.eng.mtf;Babcia_FirstDay.eng.mtf;Bob_AfterStalking.eng.mtf;Bower_CanSellSoda.eng.mtf;BreakInPetra.eng.mtf;CityHallGuard_Arrival.eng.mtf;DancingBeauty.eng.mtf;Dorian_CakeParty.eng.mtf,"Oh, don't tell me you're turning into one of those guys | Perhaps you can catch up with him, if you're quick about it | Perhaps you're in love?"
You're,en,8,Babcia_CanSellSoda.eng.mtf;Babcia_Ghosts.eng.mtf;Bob_Arrival.eng.mtf;Bouncer_Arrival.eng.mtf;DancingBeauty.eng.mtf,"You're not really selling it, my salesman friend | You're not drunk are you?! | You're in room #1, right?"
ändå,sv,8,Babcia_Arrival.eng.mtf;Bob_WellspringContact.eng.mtf;Bouncer_Arrival.eng.mtf;CityHallGuard_Arrival.eng.mtf;DancingBeauty.eng.mtf,"Jag minns inte, jag är ändå för gammal för sånt där | Äsch, jag gillar inte att jobba ändå | Men det är lugnt, jag gillar inte att jobba ändå"
Adjö,sv,7,Babcia_CanSellSoda.eng.mtf;Bower_AfterStalking.eng.mtf;Bower_Arrival.eng.mtf;Bower_CanSellSoda.eng.mtf;CityHallGuard_Arrival.eng.mtf,Adjö | Adjö | Adjö
am,en,7,Babcia_CanSellSoda.eng.mtf;Babcia_DoorProblems.eng.mtf;Babcia_FirstDay.eng.mtf;Babcia_Ghosts.eng.mtf;Bouncer_Arrival.eng.mtf;CityHallGuard_Arrival.eng.mtf;Dorian_AfterStalking.eng.mtf,"Grrrrhh, how am I supposed to do well at this job...? | I must be going mad, what am I gonna do?! | Sure am!"
anyway,en,7,Bob_ClubDotGig1.eng.mtf;Bob_TryFindLodge.eng.mtf;Bob_WellspringContact.eng.mtf;Bouncer_Arrival.eng.mtf;DancingBeauty.eng.mtf,"Oh... who's playing, anyway? | Yeah... I guess I should get a move on, thanks for the help anyway | Nah, I don't like working much anyway"
ask,en,7,Babcia_AfterStalking.eng.mtf;Babcia_Arrival.eng.mtf;Babcia_FirstDay.eng.mtf;Bob_Arrival.eng.mtf;CasinoBartender_Arrival.eng.mtf;Dorian_Arrival.eng.mtf,"I've been meaning to ask... how old is this hotel? | I'm not the right person to ask, though | No, I didn't ask"
best,en,7,Babcia_AfterStalking.eng.mtf;Babcia_CanSellSoda.eng.mtf;Bob_ClubDotGig1.eng.mtf;CasinoGuard1_Arrival.eng.mtf;CasinoGuard2_Arrival.eng.mtf;DancingBeauty.eng.mtf,I think it'd be best if you follow my lead in that | That's always the best medicine for a bad mood | But my best advice for you is to get a bit more style and class
blir,sv,7,Babcia_Arrival.eng.mtf;Babcia_CanSellSoda.eng.mtf;Bob_ClubDotGig1.eng.mtf;Bob_TryFindLodge.eng.mtf;CasinoBartender_Arrival.eng.mtf,"Det blir 499 kronor | Men du måste hitta nyckeln, annars blir du betalningsskyldig | Å, jag tror jag blir galen på den här musiken"
blivit,sv,7,Babcia_AfterStalking.eng.mtf;Babcia_Arrival.eng.mtf;Babcia_DoorProblems.eng.mtf;CasinoBartender_Arrival.eng.mtf;Dorian_AfterStalking.eng.mtf,"Säg inte att du har gått och blivit en sån där typ | Det verkar tyvärr som att jag har blivit av med mitt kort | Jag måste ha blivit galen, vad ska jag ta mig till?!"
Bye,en,7,Bernd_CanSellSoda.eng.mtf;Bouncer_AfterStalking.eng.mtf;Bouncer_Arrival.eng.mtf;Bower_AfterStalking.eng.mtf;Bower_CanSellSoda.eng.mtf;DancingBeauty.eng.mtf,Bye | Bye | Bye!
Come,en,7,Babcia_AfterStalking.eng.mtf;Babcia_Arrival.eng.mtf;Babcia_CanSellSoda.eng.mtf;CasinoGuard1_Arrival.eng.mtf;Chuck_Arrival.eng.mtf;DancingBeauty.eng.mtf,Come on! | Come back as soon as you've found the card | Come back later
computer,en,7,Babcia_AfterStalking.eng.mtf;Babcia_Arrival.eng.mtf;Babcia_CanSellSoda.eng.mtf;Dorian_YouAreMemberNow.eng.mtf,Do you know anything about this 'computer ministry' here in the city? | Can anyone go and visit these computer ministries? | Let me check the computer
cool,en,7,Bernd_CanSellSoda.eng.mtf;Bob_Arrival.eng.mtf;Bob_WellspringContact.eng.mtf;Bouncer_Arrival.eng.mtf;CasinoGuard1_Arrival.eng.mtf;Chuck_Arrival.eng.mtf;DancingBeauty.eng.mtf,"I've saw this really cool bird down at the harbor | Wow, cool! | But it's cool, I don't like working much anyway"
faktiskt,sv,7,Babcia_AfterStalking.eng.mtf;Babcia_CanSellSoda.eng.mtf;Bouncer_YouAreMemberNow.eng.mtf;BreakInPetra.eng.mtf;DancingBeauty.eng.mtf,Vi måste faktiskt ha lite ordning och reda här i staden också | Jo jag tänkte på en sak faktiskt | Det är rätt bra faktiskt
Fan,sv,7,Bob_Arrival.eng.mtf;Bob_ClubDotGig1.eng.mtf;Bower_CanSellSoda.eng.mtf;Dorian_YouAreMemberNow.eng.mtf,Fan va drygt | Fan vad jag är taggad inför spelningen ikväll! | Fan va gött!
god,sv,7,Bob_CanSellSoda.eng.mtf;Bouncer_Arrival.eng.mtf;CasinoGuard2_Arrival.eng.mtf;CityHallGuard_Arrival.eng.mtf;DancingBeauty.eng.mtf,Den är ganska god | Den är god | Var den god?
great,en,7,Babcia_FirstDay.eng.mtf;Bob_Arrival.eng.mtf;Bouncer_AfterStalking.eng.mtf;DancingBeauty.eng.mtf;Dorian_AfterStalking.eng.mtf,"That's a great idea! | I'm feeling great | The park is a great place to get away from the bustle and stress of the city, ha"
Hank,en,7,Babcia_CanSellSoda.eng.mtf;Babcia_DoorFixed.eng.mtf;Babcia_DoorProblems.eng.mtf;Babcia_TryFindLodge.eng.mtf,"Hank?! Can't you change the track please? Hank？！ | Hank?! Can't you change the track please? Hank？！ | What's the deal with you and Hank, really?"
He,en,7,Babcia_AfterStalking.eng.mtf;Babcia_FirstDay.eng.mtf;Bob_ClubDotGig1.eng.mtf;Bouncer_AfterStalking.eng.mtf;Dorian_YouAreMemberNow.eng.mtf,"He's always talking about how dangerous the Ministry is | He's some wimpish blond, I believe | There was a man here a moment ago. He was looking for you"
hem,sv,7,CasinoGuard1_Arrival.eng.mtf;DancingBeauty.eng.mtf;Dorian_Arrival.eng.mtf,"Ursäkta, jag måste hem | Jag tänkte gå hem | Äh det är OK, jag måste faktiskt gå hem snart ändå"
hit,sv,7,Babcia_AfterStalking.eng.mtf;Bob_Arrival.eng.mtf;CityHallGuard_Arrival.eng.mtf;DancingBeauty.eng.mtf;Dorian_AfterStalking.eng.mtf,Olika kontroller hit och dit... tillstånd och intyg och gud vet vad | Kom du just hit eller? | Inga obehöriga äger tillträde hit in
hittar,sv,7,Babcia_Arrival.eng.mtf;Babcia_FirstDay.eng.mtf;Bernd_Arrival.eng.mtf;Bouncer_AfterStalking.eng.mtf;CasinoBartender_Arrival.eng.mtf,Eller vänta... nu hittar jag det inte igen | Alltså... var ligger mitt rum? Jag hittar det inte | Du får fråga dig runt om du inte hittar
kinda,en,7,Babcia_CanSellSoda.eng.mtf;Babcia_DoorProblems.eng.mtf;Bernd_FirstDay.eng.mtf;Bob_Arrival.eng.mtf;Bouncer_YouAreMemberNow.eng.mtf;DancingBeauty.eng.mtf;Dorian_CakeParty.eng.mtf,"You don't happen to have any advice? We're kinda in the same business after all | Excuse me, but my room looks kinda like a bathroom | Trying to find myself, kinda"
kolla,sv,7,Babcia_Arrival.eng.mtf;Babcia_CanSellSoda.eng.mtf;Babcia_FirstDay.eng.mtf;Bernd_FirstDay.eng.mtf;Bob_Arrival.eng.mtf;Bower_CanSellSoda.eng.mtf,"Låt mig kolla i datorn... | Ok, tänkte bara kolla! | Ja det kanske vore något, ska gå till skoaffären och kolla"
Kom,sv,7,Babcia_AfterGhostVisit.eng.mtf;Babcia_AfterStalking.eng.mtf;Babcia_CanSellSoda.eng.mtf;Bob_Arrival.eng.mtf;Chuck_Arrival.eng.mtf;DancingBeauty.eng.mtf,Kom till saken är ni snäll | Kom igen! | Kom tillbaka senare
leave,en,7,Bernd_FirstDay.eng.mtf;BreakInPetra.eng.mtf;CasinoGuard2_Arrival.eng.mtf;CityHallGuard_Arrival.eng.mtf,"I'm on extended leave from work to focus on my photography for a few months | Now please leave me alone, this is my home | Please leave"
little,en,7,Babcia_AfterStalking.eng.mtf;Babcia_DoorProblems.eng.mtf;BustedAtLongsons.eng.mtf;CasinoBartender_Arrival.eng.mtf;DancingBeauty.eng.mtf;Dorian_YouAreMemberNow.eng.mtf,"Nah, I'm just a little curious I guess | You look a little, hm, fragile | You little fucker, hold still while I fetch my guard"
lost,en,7,Babcia_Arrival.eng.mtf;Bob_Arrival.eng.mtf;CasinoBartender_Arrival.eng.mtf;Dorian_AfterStalking.eng.mtf,"Hmm, I think I must have lost it | Unfortunately, it seems I've lost my card | Er, I seem to have lost my key..."
make,en,7,Babcia_Arrival.eng.mtf;Babcia_CanSellSoda.eng.mtf;Babcia_DoorProblems.eng.mtf;DancingBeauty.eng.mtf;Dorian_Arrival.eng.mtf;Dorian_CakeParty.eng.mtf,"Ah, that's what I thought, just wanted to make sure | It will make your taste buds radiate pure joy | OK, in that case I have a small complaint to make"
Maybe,en,7,Babcia_Arrival.eng.mtf;Babcia_Ghosts.eng.mtf;Bob_Arrival.eng.mtf;Bouncer_AfterStalking.eng.mtf;Dorian_AfterStalking.eng.mtf;Dorian_CakeParty.eng.mtf,Maybe in the bag | Maybe? | Maybe
mean,en,7,Babcia_AfterGhostVisit.eng.mtf;Babcia_AfterStalking.eng.mtf;Babcia_CanSellSoda.eng.mtf;Dorian_Arrival.eng.mtf;Dorian_CakeParty.eng.mtf;Dorian_YouAreMemberNow.eng.mtf,"What's that supposed to mean? | Eh, sorry, didn't mean to bother you | Sorry, didn't mean to bother you"
My,en,7,Babcia_Arrival.eng.mtf;Babcia_CanSellSoda.eng.mtf;Babcia_DoorProblems.eng.mtf;Babcia_FirstDay.eng.mtf;DancingBeauty.eng.mtf;Dorian_Arrival.eng.mtf,My name is Sebastian | My name is Sebastian and I'd like to check in here | My dear sir
Ni,sv,7,Babcia_AfterGhostVisit.eng.mtf;Babcia_Arrival.eng.mtf;Babcia_FirstDay.eng.mtf;Babcia_Ghosts.eng.mtf;Babcia_TryFindLodge.eng.mtf,"Ni låser dörrarna på hotellet ordentligt under natten väl? | Ni har väl kreditkort? | Ni skulle checkat in igår, inte sant?"
Nice,en,7,Babcia_Arrival.eng.mtf;Bob_Arrival.eng.mtf;Bob_WellspringContact.eng.mtf;Bower_AfterStalking.eng.mtf;Bower_GamblingTonight.eng.mtf;CasinoGuard1_Arrival.eng.mtf;DancingBeauty.eng.mtf,"Nice name! Russian? | Nice | Nice, have a good one!"
off,en,7,Babcia_AfterStalking.eng.mtf;Babcia_Arrival.eng.mtf;Bernd_CanSellSoda.eng.mtf;Bernd_FirstDay.eng.mtf;Bouncer_AfterStalking.eng.mtf;DancingBeauty.eng.mtf,"I'm off to bed now, take care! | Hands off | I mostly work my ass off here at the hotel"
Oj,sv,7,Bob_CanSellSoda.eng.mtf;Bob_ClubDotGig1.eng.mtf;CasinoBartender_Arrival.eng.mtf;Chuck_Arrival.eng.mtf;DancingBeauty.eng.mtf;Dorian_Arrival.eng.mtf,"Oj det var ovanligt att höra | Oj oj oj | Oj, det var dyrt"
pretty,en,7,Babcia_DoorFixed.eng.mtf;Bob_CanSellSoda.eng.mtf;Bouncer_Arrival.eng.mtf;Bouncer_YouAreMemberNow.eng.mtf;DancingBeauty.eng.mtf;Dorian_AfterStalking.eng.mtf,"Sure, it should be pretty safe to use now, I hope | It's pretty good | I'm pretty sure we have, actually"
problem,en,7,Babcia_CanSellSoda.eng.mtf;Babcia_DoorProblems.eng.mtf;Babcia_FirstDay.eng.mtf;Bob_Arrival.eng.mtf;Bob_ClubDotGig1.eng.mtf;Bob_TryFindLodge.eng.mtf;DancingBeauty.eng.mtf,"What makes you think that's my problem?! | OK, there's probably a problem with your door | No problem"
question,en,7,Babcia_DoorProblems.eng.mtf;CasinoBartender_Arrival.eng.mtf;CasinoGuard1_Arrival.eng.mtf;DancingBeauty.eng.mtf;Dorian_CakeParty.eng.mtf,"Excuse me, I have a question... | Out of the question | The question is what's NOT to do around here!"
samma,sv,7,Babcia_AfterGhostVisit.eng.mtf;Babcia_CanSellSoda.eng.mtf;Babcia_FirstDay.eng.mtf;Bob_WellspringContact.eng.mtf;Dorian_YouAreMemberNow.eng.mtf,"Äsch strunt samma, det var inget | Du har inga tips, du jobbar ju lite i samma branch typ? | Ja... ok det kanske inte är samma sak"
Seb,en,7,Babcia_Arrival.eng.mtf;Babcia_FirstDay.eng.mtf;Bernd_FirstDay.eng.mtf;Dorian_AfterStalking.eng.mtf;Dorian_Arrival.eng.mtf;Dorian_HelmetDay.eng.mtf,"Seb | You can call me Seb | Mm, or Seb"
She,en,7,Bob_TryFindLodge.eng.mtf;Dorian_AfterStalking.eng.mtf;Dorian_CakeParty.eng.mtf,"She accidentally left with my wallet, I think... | She works at the shoe store, right? | She does?!"
skulle,sv,7,Babcia_Arrival.eng.mtf;Babcia_CanSellSoda.eng.mtf;Babcia_DoorProblems.eng.mtf;Babcia_FirstDay.eng.mtf;Bouncer_YouAreMemberNow.eng.mtf;Dorian_CakeParty.eng.mtf,"Hejsan, jag skulle vilja checka in | Du vet inte vad jag skulle kunna göra för att kunna sälja bättre? | När jag skulle gå in på mitt rum så hamnade jag i badrummet!!!"
staden,sv,7,Babcia_AfterStalking.eng.mtf;Bernd_FirstDay.eng.mtf;Bower_Arrival.eng.mtf;CityHallGuard_Arrival.eng.mtf;DancingBeauty.eng.mtf,Känner du till något om det här 'datorministeriet' här i staden? | Vi måste faktiskt ha lite ordning och reda här i staden också | Vad gör du här i staden?
supposed,en,7,Babcia_AfterGhostVisit.eng.mtf;Babcia_Arrival.eng.mtf;Babcia_CanSellSoda.eng.mtf;Babcia_FirstDay.eng.mtf;Bernd_FirstDay.eng.mtf;Bouncer_YouAreMemberNow.eng.mtf,What's that supposed to mean? | I think I'm supposed to stay here | Are they supposed to be there?
synd,sv,7,Babcia_AfterStalking.eng.mtf;Babcia_CanSellSoda.eng.mtf;Bernd_CanSellSoda.eng.mtf;Bouncer_Arrival.eng.mtf;Bower_CanSellSoda.eng.mtf;CasinoGuard1_Arrival.eng.mtf,"Ok, synd | Ok, synd | Jaha vad synd"
säljer,sv,7,Bernd_CanSellSoda.eng.mtf;Bob_CanSellSoda.eng.mtf;DancingBeauty.eng.mtf,Jag säljer bara läsk | Jag säljer en läsk till ett mycket bra pris | Jag säljer läsk!
sånt,sv,7,Babcia_Arrival.eng.mtf;Babcia_DoorProblems.eng.mtf;Bernd_FirstDay.eng.mtf;CasinoGuard2_Arrival.eng.mtf;DancingBeauty.eng.mtf;Dorian_Arrival.eng.mtf,"Jag minns inte, jag är ändå för gammal för sånt där | Jaha... ja det är sånt som händer ibland tyvärr | Ja, man måste ha tid att göra sånt som är roligt ibland också"
talk,en,7,Bernd_Arrival.eng.mtf;Bob_Arrival.eng.mtf;Bower_Arrival.eng.mtf;DancingBeauty.eng.mtf;Dave_Arrival.eng.mtf,Can we talk tomorrow? | Why don't you talk to Mrs Babcia down in the lobby? | I just wanted to talk to someone
things,en,7,Babcia_AfterStalking.eng.mtf;Babcia_FirstDay.eng.mtf;Bernd_FirstDay.eng.mtf;Bouncer_Arrival.eng.mtf;CasinoGuard2_Arrival.eng.mtf,"They seem to be up to some questionable things, right? | But isn't it good that people actively care about things? | Well then, I have some other things that require my attention"
town,en,7,Babcia_AfterStalking.eng.mtf;Babcia_CanSellSoda.eng.mtf;Bernd_FirstDay.eng.mtf;Bouncer_Arrival.eng.mtf;CityHallGuard_Arrival.eng.mtf;DancingBeauty.eng.mtf,"I'll hit the town now, bye! | But I try to stay clear of that side of town | Mm... OK. So is there a shoe store in this town?"
try,en,7,Babcia_AfterStalking.eng.mtf;Babcia_CanSellSoda.eng.mtf;Babcia_DoorFixed.eng.mtf;Babcia_FirstDay.eng.mtf;Bernd_FirstDay.eng.mtf;CasinoGuard1_Arrival.eng.mtf,"But I try to stay clear of that side of town | OK, I'll try that then | I'll go upstairs and try again then"
Um,en,7,Babcia_FirstDay.eng.mtf;Bernd_CanSellSoda.eng.mtf;Bob_Arrival.eng.mtf;Bob_CanSellSoda.eng.mtf;CasinoGuard1_Arrival.eng.mtf;CasinoGuard2_Arrival.eng.mtf;DancingBeauty.eng.mtf,"Um, maybe..? | Um... do you have any beer? | Um, you kinda have this smell"
Vilken,sv,7,Bob_CanSellSoda.eng.mtf;Bob_ClubDotGig1.eng.mtf;Bob_TryFindLodge.eng.mtf;Bob_WellspringContact.eng.mtf;DancingBeauty.eng.mtf;Dorian_Arrival.eng.mtf,Vilken sort är det? | Vilken dj... | Vilken fantastiskt fin dag vi har idag!
vän,sv,7,Babcia_CanSellSoda.eng.mtf;Bernd_FirstDay.eng.mtf;Dorian_AfterStalking.eng.mtf;Dorian_Arrival.eng.mtf;Dorian_YouAreMemberNow.eng.mtf,"Du är inte jätteövertygande som försäljare min vän | Du måste titta noggrannare min vän | Min vän Sebastian, hur står det till?"
Wellspring,sv,7,Babcia_Arrival.eng.mtf;Bob_CanSellSoda.eng.mtf;Bower_CanSellSoda.eng.mtf;DancingBeauty.eng.mtf,"Här har vi dig ja. Bokad av Wellspring Soda AB? | Hej, jag kommer från Wellspring Inc. | Wellspring Soda"
what's,en,7,Babcia_AfterStalking.eng.mtf;Bob_Arrival.eng.mtf;Bouncer_Arrival.eng.mtf;CasinoGuard1_Arrival.eng.mtf;DancingBeauty.eng.mtf;Dorian_AfterStalking.eng.mtf,"But what's the alternative? | Heya, what's up? | Not much... just wanted to see what's up"
Where's,en,7,Babcia_FirstDay.eng.mtf;Bob_WellspringContact.eng.mtf;CasinoGuard1_Arrival.eng.mtf;CityHallGuard_Arrival.eng.mtf;Dorian_CakeParty.eng.mtf,Where's the café? | Where's the cafe? | Really?! Where's that?
ya,en,7,Bernd_FirstDay.eng.mtf;Bob_Arrival.eng.mtf;Bouncer_Arrival.eng.mtf;Chuck_Arrival.eng.mtf;DancingBeauty.eng.mtf,"See ya! | I gotta go chill out a bit, see ya | See ya"
Yo,en,7,Bob_CanSellSoda.eng.mtf;Bouncer_Arrival.eng.mtf;Bouncer_YouAreMemberNow.eng.mtf;Bower_GamblingTonight.eng.mtf;Chuck_Arrival.eng.mtf,"Yo, how are you doing? | Yo | Yo"
än,sv,7,Babcia_DoorProblems.eng.mtf;Bernd_FirstDay.eng.mtf;Bob_CanSellSoda.eng.mtf;Bouncer_Arrival.eng.mtf;CasinoGuard1_Arrival.eng.mtf;Dorian_AfterStalking.eng.mtf;Dorian_Arrival.eng.mtf,"Har någon fixat dörren än? | Jag är läskförsäljare men har inte börjat jobba än | Eh, jag har inte smakat än"
Äsch,sv,7,Babcia_AfterGhostVisit.eng.mtf;Babcia_TryFindLodge.eng.mtf;Bob_Arrival.eng.mtf;Bob_TryFindLodge.eng.mtf;Bob_WellspringContact.eng.mtf;DancingBeauty.eng.mtf;Dorian_AfterStalking.eng.mtf,"Äsch strunt samma, det var inget | Äsch det var inget | Äsch, det var inget"
Ah,sv,6,Babcia_FirstDay.eng.mtf;Chuck_Arrival.eng.mtf;Dorian_AfterStalking.eng.mtf;Dorian_YouAreMemberNow.eng.mtf,"Ah! Jag hittade inte hotellet | Ah, ok. Tack! | Ah, jaha"
Aha,sv,6,Babcia_AfterStalking.eng.mtf;Bernd_FirstDay.eng.mtf;Bob_WellspringContact.eng.mtf;Chuck_Arrival.eng.mtf;CityHallGuard_Arrival.eng.mtf;DancingBeauty.eng.mtf,"Aha | Aha, utmärkt... utmärkt | Aha?"
back,en,6,Babcia_Arrival.eng.mtf;Babcia_CanSellSoda.eng.mtf;CasinoGuard1_Arrival.eng.mtf;Chuck_Arrival.eng.mtf,Come back as soon as you've found the card | I'll get back to you | Come back later
better,en,6,Babcia_Arrival.eng.mtf;Babcia_FirstDay.eng.mtf;Bernd_FirstDay.eng.mtf;Bouncer_YouAreMemberNow.eng.mtf;CasinoGuard2_Arrival.eng.mtf,"I'd better go and look for it | OK, I'd better hurry then... bye! | OK, I'd better hurry then... bye!"
check,en,6,Babcia_Arrival.eng.mtf;Babcia_FirstDay.eng.mtf;Bernd_FirstDay.eng.mtf;Bower_CanSellSoda.eng.mtf,"Hello, I'd like to check in | My name is Sebastian and I'd like to check in here | Let me check the computer"
come,en,6,Babcia_AfterGhostVisit.eng.mtf;Babcia_AfterStalking.eng.mtf;Babcia_DoorFixed.eng.mtf;Bob_TryFindLodge.eng.mtf;Bouncer_Arrival.eng.mtf;DancingBeauty.eng.mtf,"No, our guests are free to come and go at any time | No, how come? | I'll call a locksmith to come deal with that"
didn't,en,6,Babcia_AfterStalking.eng.mtf;Babcia_CanSellSoda.eng.mtf;Babcia_FirstDay.eng.mtf;Bob_TryFindLodge.eng.mtf;BustedAtLongsons.eng.mtf;Dorian_YouAreMemberNow.eng.mtf,"Eh, sorry, didn't mean to bother you | Sorry, didn't mean to bother you | No, I didn't ask"
dra,sv,6,Babcia_AfterStalking.eng.mtf;Babcia_FirstDay.eng.mtf;Bernd_CanSellSoda.eng.mtf;Bob_TryFindLodge.eng.mtf;Bouncer_Arrival.eng.mtf;DancingBeauty.eng.mtf,"Ska dra ut på stan nu, hej då! | Måste dra nu, hej då! | Ska dra vidare, ha det fint Bernd!"
Då,sv,6,Babcia_Arrival.eng.mtf;Bernd_CanSellSoda.eng.mtf;CasinoBartender_Arrival.eng.mtf;CasinoGuard2_Arrival.eng.mtf;DancingBeauty.eng.mtf;Dorian_AfterStalking.eng.mtf,"Då var det avklarat | Då får det vara, jag är inte sugen på läsk | Då får jag be er att lämna tillbaka drinken"
dörren,sv,6,Babcia_CanSellSoda.eng.mtf;Babcia_DoorFixed.eng.mtf;Babcia_DoorProblems.eng.mtf;Babcia_GotIntoRoom.eng.mtf,Men sen får du ta det försiktigt med den där dörren | Nu borde Hank vara klar med dörren | Kan jag använda dörren nu?
egentligen,sv,6,Babcia_CanSellSoda.eng.mtf;Bernd_FirstDay.eng.mtf;Bob_ClubDotGig1.eng.mtf;Bob_TryFindLodge.eng.mtf;CityHallGuard_Arrival.eng.mtf;Dorian_AfterStalking.eng.mtf,"Vad har ni för relation, du och Hank egentligen? | Jag jobbar egentligen på en bank hemma i Tyskland | Jaha... vem är det som spelar egentligen?"
Eh,en,6,Babcia_AfterStalking.eng.mtf;Bob_Arrival.eng.mtf;Bouncer_AfterStalking.eng.mtf;Chuck_Arrival.eng.mtf;Dorian_CakeParty.eng.mtf,"Eh, sorry, didn't mean to bother you | Eh... I dunno | Eh... no, definitely not"
feel,en,6,Babcia_DoorProblems.eng.mtf;Bernd_CanSellSoda.eng.mtf;Bob_TryFindLodge.eng.mtf;CasinoBartender_Arrival.eng.mtf;DancingBeauty.eng.mtf;Dorian_AfterStalking.eng.mtf,"Ugh, I feel all woozy | Never mind then, I don't feel like soda | I don't feel like soda today"
floppy,en,6,Babcia_CanSellSoda.eng.mtf;Babcia_FirstDay.eng.mtf;Babcia_TryFindLodge.eng.mtf,"I'm looking for a way to read the contents of a floppy disk | So, there was this thing about reading a floppy disk | Do you have a floppy disk reader?"
få,sv,6,Babcia_Arrival.eng.mtf;Babcia_CanSellSoda.eng.mtf;Bob_TryFindLodge.eng.mtf;CasinoBartender_Arrival.eng.mtf;Dorian_Arrival.eng.mtf;Dorian_CakeParty.eng.mtf,"Jaha, kan man få se det? | Den kommer att få dina smaklökar att skina av lycka | Hon har råkat få med sig min plånbok tror jag..."
Great,en,6,Babcia_DoorFixed.eng.mtf;Babcia_DoorProblems.eng.mtf;Babcia_FirstDay.eng.mtf;Bob_WellspringContact.eng.mtf;Bouncer_Arrival.eng.mtf;DancingBeauty.eng.mtf,"Great! | Great, I was really caught off-guard | Great..."
Gå,sv,6,Babcia_Arrival.eng.mtf;Babcia_CanSellSoda.eng.mtf;Babcia_FirstDay.eng.mtf,Gå genom matsalen för att komma till det | Gå genom matsalen för att komma till det | Gå förbi den stora trappan här och ta sedan vänster inne i matsalen
Haha,sv,6,Bob_TryFindLodge.eng.mtf;Bower_CanSellSoda.eng.mtf;CasinoGuard1_Arrival.eng.mtf;DancingBeauty.eng.mtf,"Haha, du ser lite röd ut om kinderna | Haha, nej det är bra tack. | Haha, skojar du med mig?"
