term,lang,count,files,examples
Som,sv,5,Elsa_AfterStalking.eng.mtf;Frank_CasinoHeist.eng.mtf;GetToKnowDorian.eng.mtf;Hank_SecondLecture.eng.mtf,"Som det ser ut nu så vet jag inte om man kan kalla det bra... | Som alltid? | Som alltid, precis!"
sova,sv,5,Felix_Arrival.eng.mtf;Frank_DidYouStealTheFiles.eng.mtf;Hank_AfterGhostVisit.eng.mtf;Hank_FirstLecture.eng.mtf,"Sorry dude, måste sova | Jag gillar inte att sova där | Du får ursäkta röken och oljudet, hoppas du kan sova ändå"
spöken,sv,5,Frank_AfterGhostVisit.eng.mtf;Hank_AfterGhostVisit.eng.mtf,Jag har gjort en del efterforskningar på så kallade spöken | Legender om spöken! | Jag har haft besök av spöken på mitt rum
store,en,5,Felix_Arrival.eng.mtf;GetInvitedToYouShouldTryToo.eng.mtf;Hank_FirstLecture.eng.mtf;Harry_TryFindLodge.eng.mtf,"This here is the shoe store warehouse | Excuse me, is this also a part of the shoe store? | It's close to the shoe store, if you know where that is?"
står,sv,5,Fib_Arrival.eng.mtf;Frank_AfterGhostVisit.eng.mtf;Frank_CasinoHeist.eng.mtf;Hank_AfterGhostVisit.eng.mtf;Hank_CanSellSoda.eng.mtf,"De står lite varstans i staden | Någon måste göra något åt Ministeriet, det står allt mer klart | Jag tar med den imorgon, jag tror att den står hemma någonstans"
such,en,5,Elsa_SayHiToHer.eng.mtf;Felix_AfterPyjamas.eng.mtf;Frank_CasinoHeist.eng.mtf;GetToKnowDorian.eng.mtf;Hank_AfterStalking.eng.mtf,"He's such a dork | Using the modifier, programming various things and such... | My modifier can't connect to doors and such"
sur,sv,5,Felix_AfterGhostVisit.eng.mtf;Felix_AfterPyjamas.eng.mtf;Felix_AfterStalking.eng.mtf;Felix_PyjamasParty.eng.mtf;FoundServerBasement.eng.mtf,Yulian blev sur på honom för att han inte skrev någon kod | En gammal sur gubbe som alla fjäskar för | Innan chefen blir sur du vet
synd,sv,5,Felix_Arrival.eng.mtf;Felix_CasinoHeist.eng.mtf;Hank_AfterStalking.eng.mtf;Hank_FirstLecture.eng.mtf,"OK, synd | OK, synd | Mhm... synd"
säkert,sv,5,Elsa_AfterStalking.eng.mtf;GetToKnowDorian.eng.mtf;Gunnar_LookForModifier.eng.mtf;Hank_TryFindLodge.eng.mtf;Harry_TryFindLodge.eng.mtf,"De har gett sig själva mycket makt, det är ett som är säkert | Men det stället är, som du säkert redan vet, en studie i ytlighet | Ja ja, det tror jag säkert"
säljer,sv,5,Felix_AfterPyjamas.eng.mtf;Fib_CanSellSoda.eng.mtf;Frank_HackerTrial1.eng.mtf;Gunnar_CanSellSoda.eng.mtf,"Ja han säljer dem tror jag | Hej jag säljer sån här Wellspring soda, vill du ha? | Jag säljer läsk"
tipset,sv,5,GetInvitedToBarYvonne.eng.mtf;Hank_AfterStalking.eng.mtf;Hank_CanSellSoda.eng.mtf;Hank_FirstDay.eng.mtf;Hank_TryFindLodge.eng.mtf,"Ska dra nu... men tack för tipset | Tack för tipset! | Kanske kan vara något ändå, tack för tipset"
tomorrow,en,5,Felix_TryFindLodge.eng.mtf;Frank_CasinoHeist.eng.mtf;GetInvitedToYouShouldTryToo.eng.mtf;GottaGoHomeFromDot.eng.mtf;Hank_FirstLecture.eng.mtf,"Perhaps you can come back tomorrow? | I'll bring it tomorrow, think I have it at home somewhere | You can make up for it tomorrow, I really think this night will be worth it"
tourist,en,5,Gunnar_Arrival.eng.mtf;Hank_CanSellSoda.eng.mtf;Harry_Arrival.eng.mtf;Harry_CanSellSoda.eng.mtf,"I'd go ask the people at the tourist office if I were you | Anyway, the tourist office is over there | I think they have maps at the tourist office"
tram,en,5,Hank_AfterStalking.eng.mtf;Harry_Arrival.eng.mtf;Harry_CanSellSoda.eng.mtf;Harry_TryFindLodge.eng.mtf,"Then you walk straight towards a bridge that goes over the tram tracks | Or catch a tram, easier on the feet | Or catch a tram, easier on the feet"
Trevligt,sv,5,Felix_AfterStalking.eng.mtf;Frank_DidYouStealTheFiles.eng.mtf;George_GamblingTonight.eng.mtf;George_InvestigateMayor.eng.mtf;Harry_TryFindLodge.eng.mtf,"Trevligt, det ska jag göra | Trevligt, trevligt | Trevligt att träffas"
trycka,sv,5,Hank_FirstLecture.eng.mtf;Hank_SecondLecture.eng.mtf,"Ja, istället för att trycka på 'COMPILE' | Och sen kör du koden genom att trycka på kuben med handen | Man kan trycka på Tab när man börjat skriva på en funktion"
tråkigt,sv,5,Emma_AfterPyjamas.eng.mtf;Felix_PyjamasParty.eng.mtf;GetInvitedToYouShouldTryToo.eng.mtf;Hank_CanSellSoda.eng.mtf,Vad tråkigt alltså | Är det inte tråkigt att jobba här nere? | Det är sjukt tråkigt
uh,en,5,Elsa_Arrival.eng.mtf;Felix_DiscoBall.eng.mtf;Gunnar_LookForModifier.eng.mtf;Hank_SecondLecture.eng.mtf,"What, uh, no! | Well, uh | Or uh, I don't know"
Uh-huh,en,5,Felix_Arrival.eng.mtf;Gunnar_FirstDay.eng.mtf;Gunnar_LookForModifier.eng.mtf;Hank_AfterGhostVisit.eng.mtf;Hank_OldStuffAboutHackingDevice.eng.mtf,Uh-huh? | Uh-huh | Uh-huh
undrar,sv,5,Emma_Arrival.eng.mtf;Fib_AfterStalking.eng.mtf;Fib_YouAreMemberNow.eng.mtf;Harry_Arrival.eng.mtf;Harry_CanSellSoda.eng.mtf,OK... undrar var fan den kan ha tagit vägen | Men undrar vad ska jag lära dig då... | Alla undrar vad The Lodge är...
ute,sv,5,Felix_CasinoHeist.eng.mtf;Fib_Arrival.eng.mtf;Gunnar_LookForModifier.eng.mtf;Hank_AfterGhostVisit.eng.mtf;Hank_AfterStalking.eng.mtf,"Verkar mycket roligare att få vara ute i fält | Ok, ja jag är inte ute och svirar så mycket | Jag skulle passa mig för att visa upp den allt för mycket ute på stan"
vadå,sv,5,Emma_Arrival.eng.mtf;Felix_AfterGhostVisit.eng.mtf;Felix_AfterPyjamas.eng.mtf;Frank_CasinoHeist.eng.mtf;Hank_AfterStalking.eng.mtf,"Hittat vadå? | Nej, vadå? | Tränat på vadå?"
verkade,sv,5,Felix_AfterGhostVisit.eng.mtf;Frank_AfterGhostVisit.eng.mtf;Gunnar_FirstDay.eng.mtf;Hank_AfterGhostVisit.eng.mtf,"Att prata med Pixie verkade det som | Han verkade inte kunna höra vad jag sa | Jag vet inte, han verkade bekymrad"
veta,sv,5,Felix_TryFindLodge.eng.mtf;George_GamblingTonight.eng.mtf;Gunnar_Arrival.eng.mtf;Gunnar_FirstDay.eng.mtf;Hank_FirstLecture.eng.mtf,Eller jag vill inte veta förresten | Man måste veta ett och annat om man ska bli rik på spel! | Det är naturligtvis inte din sak att veta mitt namn
viktigt,sv,5,Elsa_Arrival.eng.mtf;Felix_TryFindLodge.eng.mtf;Frank_CasinoHeist.eng.mtf;Gunnar_LookForModifier.eng.mtf;Hank_FirstLecture.eng.mtf,"Var det något viktigt..? | Det är sjukt viktigt, jag måste få träffa henne! | Äh, det var inget viktigt"
visste,sv,5,Felix_AfterGhostVisit.eng.mtf;Frank_AfterGhostVisit.eng.mtf;Frank_DidYouStealTheFiles.eng.mtf;GetToKnowHankSnippet.eng.mtf;Gunnar_LookForModifier.eng.mtf,"Jag visste inte att du var så experimentell | Hank sa att du kanske visste något om det | Ja, hur visste du det?"
void,en,5,Hank_SecondLecture.eng.mtf,What does 'void' mean? void | What does 'void' mean? void | 'void' means NOTHING void
vote,en,5,George_Arrival.eng.mtf;George_GamblingTonight.eng.mtf,"Remember to vote for me! | Don't forget to vote for me in the next election! | What? No, I mean, I don't live here so I don't think I'm allowed to vote..."
väder,sv,5,Fib_YouAreMemberNow.eng.mtf;GetToKnowFib.eng.mtf;Gunnar_FirstDay.eng.mtf;Hank_AfterStalking.eng.mtf,Vackert väder | Vackert väder! | Vackert väder
Was,en,5,Elsa_Arrival.eng.mtf;Felix_CakeParty.eng.mtf;Felix_CrazyParty.eng.mtf;Hank_AfterStalking.eng.mtf;Hank_FirstLecture.eng.mtf,Was it something important...? | Was there supposed to be cake here? | Was it cool?!
we'll,en,5,Felix_AfterPyjamas.eng.mtf;Felix_AfterStalking.eng.mtf;Felix_DiscoBall.eng.mtf;GottaGoToWork.eng.mtf;Hank_AfterStalking.eng.mtf,"Pop by while I'm guarding the Lodge and we'll work it out | Absolutely, I hope we'll see each other again soon | Drop by while I'm working and we'll deal with it"
we've,en,5,George_GamblingTonight.eng.mtf;Gunnar_LookForModifier.eng.mtf;Hank_FirstLecture.eng.mtf;Hank_SecondLecture.eng.mtf,"Yes, I believe we've met | You don't remember that we've met? | I think we've only got time for one more thing right now"
Whatever,en,5,Emma_PyjamasParty.eng.mtf;Gunnar_LookForModifier.eng.mtf;Hank_AfterGhostVisit.eng.mtf;Harry_TryFindLodge.eng.mtf,"Whatever... | Whatever... | Whatever, mom"
Yep,en,5,Felix_AfterGhostVisit.eng.mtf;Felix_AfterStalking.eng.mtf;Felix_YouAreMemberNow.eng.mtf;Hank_AfterGhostVisit.eng.mtf,"Yep, totally GONE dude | Yep | Yep"
Yulian,en,5,Felix_AfterGhostVisit.eng.mtf;Felix_AfterPyjamas.eng.mtf;Felix_CasinoHeist.eng.mtf;Frank_HackerTrial1.eng.mtf,Yulian got mad at him for not writing any code Yulian | Yulian got mad at him for not writing any code Yulian | Lemme call Yulian and see if he's in
ändra,sv,5,Gunnar_LookForModifier.eng.mtf;Hank_FirstLecture.eng.mtf;Hank_SecondLecture.eng.mtf,Varför kan jag inte ändra dörrar med modifieraren? | Jag ska bara ändra lite på koden | Testa att ändra siffrorna och se hur kuben ändrar färg
All,en,4,Frank_CasinoHeist.eng.mtf;Hank_FirstLecture.eng.mtf,But yeah! All those artificial limitations that the Ministry implemented... | All you need is an extra device | All good?
along,en,4,Emma_PyjamasParty.eng.mtf;Felix_CasinoHeist.eng.mtf;Hank_AfterStalking.eng.mtf;Harry_Arrival.eng.mtf,"Can I tag along? | So... dude, how's the hacking coming along? | Tag along and I'll take us someplace quiet"
anymore,en,4,Fib_AfterStalking.eng.mtf;GetToKnowDorian.eng.mtf;Hank_CanSellSoda.eng.mtf,But now it isn't here anymore | I never go there anymore | I never go there anymore
apparat,sv,4,Elsa_AfterStalking.eng.mtf;Felix_DiscoBall.eng.mtf;Frank_CasinoHeist.eng.mtf,"Men det är en slags apparat som de forskade fram i alla fall | Ja, hon använde sin apparat du vet | Man kan i och för sig göra mer än du tror med en sån där apparat"
As,en,4,Felix_OLD_GotHackdev.eng.mtf;Fib_AfterStalking.eng.mtf;Hank_CanSellSoda.eng.mtf;Hank_SecondLecture.eng.mtf,As long as you're not after my job! Then you need to be a real tough guy | As long as they let me take care of my flowers I'm happy | As little as possible
asking,en,4,Elsa_Arrival.eng.mtf;Felix_PyjamasParty.eng.mtf;Frank_HackerTrial1.eng.mtf;Gunnar_FirstDay.eng.mtf,"I don't know, that's why I'm asking | Try asking Fib who takes care of the park, he's cool | I think you're better off asking Pixie about that"
At,en,4,Felix_CasinoHeist.eng.mtf;Felix_OLD_GotHackdev.eng.mtf;Fib_Arrival.eng.mtf;Fib_YouAreMemberNow.eng.mtf,At least you're better than I am | At least that's what I keep telling myself! | At least if you want spectacular plants
awesome,en,4,Felix_Trial1.eng.mtf;Fib_AfterStalking.eng.mtf;GetInvitedToBarYvonne.eng.mtf;GiveEvenMoreFiles.eng.mtf,"I thought I was going to be awesome | Oh, that'd be awesome! | That's awesome, you should go there as often as you can"
Babcia,en,4,FoundServerBasement.eng.mtf;Hank_FirstDay.eng.mtf,Sets Babcia off something fierce | Babcia lives in one of them Babcia | Babcia lives in one of them Babcia
bad,en,4,Felix_Arrival.eng.mtf;Felix_CrazyParty.eng.mtf;Fib_CanSellSoda.eng.mtf;Gunnar_LookForModifier.eng.mtf,"OK, too bad | Too bad | And I've heard it's bad for your teeth"
betyder,sv,4,Felix_OLD_GotHackdev.eng.mtf;Hank_FirstLecture.eng.mtf;Hank_SecondLecture.eng.mtf,Fast betyg betyder ju ingenting heller | Det betyder att den inte har några fel i sig längre | Vad betyder 'void'?
break,en,4,Felix_DiscoBall.eng.mtf;Felix_Trial1.eng.mtf;Frank_FactoryMission.eng.mtf;Hank_FixTheDoor.eng.mtf,"Did it break? | Perhaps you just need a break | Well, break a leg!"
broken,en,4,Hank_FirstDay.eng.mtf;Hank_FirstLecture.eng.mtf;Hank_SecondLecture.eng.mtf,"Why is the fountain broken? | So much is broken around the hotel | That means it's broken, see"
bry,sv,4,Fib_AfterStalking.eng.mtf;GetToKnowFib.eng.mtf;Gunnar_Intrude.eng.mtf;Hank_AfterStalking.eng.mtf,"Jag försöker att inte bry mig om dem | Ingen annan verkar bry sig om dem tyvärr... | Varför skulle jag bry mig om det, stick iväg!"
Burrows,sv,4,GetInvitedToYouShouldTryToo.eng.mtf;Hank_CanSellSoda.eng.mtf;Hank_FirstDay.eng.mtf;Harry_TryFindLodge.eng.mtf,"OK, så jag bor i The Burrows, mitt i stan. | Sen när du är nere i Burrows så svänger du vänster direkt | Du får gå in mot Plaza och centrum, förbi Burrows"
Burrows,en,4,GetInvitedToYouShouldTryToo.eng.mtf;Hank_CanSellSoda.eng.mtf;Hank_FirstDay.eng.mtf;Harry_TryFindLodge.eng.mtf,"OK, so I live in the Burrows, center of town | And then when you get to Burrows turn left immediately | You'll have to walk towards the Plaza and the center of town, past the Burrows"
buying,en,4,Gunnar_Intrude.eng.mtf;Gunnar_LookForModifier.eng.mtf;Hank_CanSellSoda.eng.mtf,Who's there? I'm not buying anything | Who's there? I said I'm not buying anything! | I said I'm not buying anything
bäst,sv,4,Felix_TryFindLodge.eng.mtf;Frank_HackerTrial1.eng.mtf;Hank_AfterGhostVisit.eng.mtf;Hank_FirstLecture.eng.mtf,Du är bäst | Det där är nog bäst om du frågar Pixie om | Det kanske är bäst att vi bara går upp till mitt rum så kan jag visa
card,en,4,Gunnar_LookForModifier.eng.mtf,"OK, can I have your credit card? | This is not a credit card | Oh wow, not much of a balance left on that card"
Check,en,4,Felix_AfterGhostVisit.eng.mtf;Fib_AfterStalking.eng.mtf;Hank_FirstLecture.eng.mtf,Check if anyone else has experienced something similar | Check this thing out | It should work now! Check the code...
checking,en,4,Felix_PyjamasParty.eng.mtf;GetToKnowHankSnippet.eng.mtf;Hank_CanSellSoda.eng.mtf,"Basically I'm just checking for any prowling riff raff | Well... mostly just been checking out people | Might be worth checking out after all, thanks for the tip"
chilla,sv,4,Felix_CakeParty.eng.mtf;Felix_CasinoHeist.eng.mtf;Felix_PyjamasParty.eng.mtf,"Alltså, dude... du måste chilla | Ey, du måste chilla lite | Woah, chilla lite nu"
Ciao,sv,4,Felix_AfterPyjamas.eng.mtf;Felix_PyjamasParty.eng.mtf;Frank_HackerTrial1.eng.mtf;GottaGoToWork.eng.mtf,"Ciao | Ciao, allihopa! | Ciao"
color,en,4,Felix_AfterPyjamas.eng.mtf;Hank_FirstLecture.eng.mtf,What color is the house? | Try changing the numbers and see how the cube changes color | Whats the largest number you can give a color?
comes,en,4,Felix_Trial1.eng.mtf;GetInvitedToYouShouldTryToo.eng.mtf;Hank_SecondLecture.eng.mtf;Harry_TryFindLodge.eng.mtf,"I know the feeling, I'm a total n00b when it comes to computers | OK, just ask someone for directions if it comes to that | Lemme know if anything comes up"
complete,en,4,Felix_AfterGhostVisit.eng.mtf;Felix_Trial1.eng.mtf;Hank_AfterStalking.eng.mtf;Hank_FirstLecture.eng.mtf,"Frank was a complete wreck for months | She's gonna think I'm a complete loser | Well, it's not a complete walk in the park, perhaps"
connected,en,4,Felix_TryFindLodge.eng.mtf;Fib_AfterStalking.eng.mtf;Frank_AfterGhostVisit.eng.mtf;Hank_AfterGhostVisit.eng.mtf,"Nah, but we sort of connected | Kinda, everything is connected through different systems | It works with most things that are connected to the internet"
Coolt,sv,4,Elsa_AfterStalking.eng.mtf;Felix_AfterPyjamas.eng.mtf;GetInvitedToBarYvonne.eng.mtf;Hank_SecondLecture.eng.mtf,Coolt! | Coolt | Coolt!
couldn't,en,4,Felix_AfterGhostVisit.eng.mtf;Hank_AfterGhostVisit.eng.mtf;Hank_AfterStalking.eng.mtf;Hank_FirstLecture.eng.mtf,"Yes, but I couldn't make sense of it | But you couldn't make it out or what? | But I guess it couldn't hurt to poke around"
device,en,4,Felix_DiscoBall.eng.mtf;Frank_CasinoHeist.eng.mtf,"Yeah, she used her device you know | All you need is an extra device | You just have to connect a modifier to your own device and start digging around "
dina,sv,4,Emma_CanSellSoda.eng.mtf;Felix_PyjamasParty.eng.mtf;Fib_AfterStalking.eng.mtf,Jag är mannen från dina drömmar | Men jag tror jag vet vad vi ska göra åt dina problem | Om du spelar dina kort rätt kan du kanske få ragg
dricker,sv,4,Fib_CanSellSoda.eng.mtf;Gunnar_CanSellSoda.eng.mtf;Hank_CanSellSoda.eng.mtf,Nej jag dricker bara vatten | Jag dricker bara kaffe | Det är därför jag dricker kaffe
drink,en,4,Emma_CanSellSoda.eng.mtf;Fib_CanSellSoda.eng.mtf;Gunnar_CanSellSoda.eng.mtf;Hank_CanSellSoda.eng.mtf,"Hey, can you buy me a drink? | No, I only drink the water | I only drink coffee"
dugg,sv,4,Elsa_AfterStalking.eng.mtf;Felix_OLD_GotHackdev.eng.mtf;Hank_FirstLecture.eng.mtf;Hank_SecondLecture.eng.mtf,"Nej, inte ett dugg | Nej, inte ett dugg | Haha... nä inte ett dugg!"
därför,sv,4,Elsa_Arrival.eng.mtf;Gunnar_CanSellSoda.eng.mtf;Gunnar_FirstDay.eng.mtf;Hank_AfterStalking.eng.mtf,"Jag vet inte, det är därför jag frågar | Det är därför jag dricker kaffe | Jag har inte hittat på någon därifrån än, det är därför jag frågar runt ju!"
dåligt,sv,4,Felix_AfterStalking.eng.mtf;Fib_CanSellSoda.eng.mtf;Frank_ClubDotGig1.eng.mtf;GoWithPixieToBar.eng.mtf,"Vår organisation kämpar ju emot ministeriet och allt dåligt de gör | Och så är det dåligt för tänderna har jag hört | Någon har pillat på mina grejer, fy fan va dåligt"
earlier,en,4,GetToKnowHankSnippet.eng.mtf;Gunnar_LookForModifier.eng.mtf;Hank_FirstDay.eng.mtf;Hank_FirstLecture.eng.mtf,"I saw you at work earlier | Perhaps you remember me, I sold you a can of soda earlier this week | Do you know who was looking for me earlier?"
Elsa,en,4,Elsa_Arrival.eng.mtf;Felix_CasinoHeist.eng.mtf;Hank_FirstLecture.eng.mtf,"Elsa | By the way, do you know Elsa? | I think Elsa's house is the tallest one"
end,en,4,Fib_AfterStalking.eng.mtf;Fib_Arrival.eng.mtf;Hank_SecondLecture.eng.mtf,"You write 'end' to stop if-ing | But the end result can be striking, I'll show you some flowers I've created | Crap, I forgot to end it with an 'end'"
Every,en,4,Frank_CasinoHeist.eng.mtf;GetToKnowDorian.eng.mtf;Gunnar_FirstDay.eng.mtf;Hank_FirstLecture.eng.mtf,Every model is a little different so you might have to experiment a bit to make  | Every fiber of my being demands it be | Every day
everybody,en,4,Felix_AfterPyjamas.eng.mtf;Felix_DiscoBall.eng.mtf;Felix_PyjamasParty.eng.mtf,"A grumpy old geezer who everybody sucks up to | Hey everybody, I'm back! | Hey, welcome everybody!"
Everyone,en,4,Felix_CakeParty.eng.mtf;Fib_YouAreMemberNow.eng.mtf;GetToKnowDorian.eng.mtf;GoWithPixieToBar.eng.mtf,Everyone seems pretty low | Everyone wonders what The Lodge is... | Everyone hangs out at Bar Yvonne
Exactly,en,4,Felix_AfterStalking.eng.mtf;GetToKnowDorian.eng.mtf;Hank_AfterStalking.eng.mtf;Hank_FirstLecture.eng.mtf,"Exactly | Exactly! | Exactly, just by the bridge to the shanty town"
Excuse,en,4,Felix_Arrival.eng.mtf;Felix_DidYouSteaTheFiles.eng.mtf;GetToKnowDorian.eng.mtf;Gunnar_Arrival.eng.mtf,"Excuse me, is this also a part of the shoe store? | Excuse me Felix | Excuse me"
fatta,sv,4,Felix_DidYouSteaTheFiles.eng.mtf;Hank_FirstLecture.eng.mtf,Du vet tjejer... svåra att fatta | Är inte killar svåra att fatta också? | Den kunde inte fatta koden som bara innehöll massa slumpmässiga bokstäver
Fett,sv,4,Felix_AfterStalking.eng.mtf;Felix_CrazyParty.eng.mtf;Felix_DiscoBall.eng.mtf;Felix_Trial1.eng.mtf,"Fett | Fett, vi ses där | Fett, fett"
figured,en,4,Felix_AfterPyjamas.eng.mtf;Gunnar_LookForModifier.eng.mtf;Hank_FirstLecture.eng.mtf;Hank_SecondLecture.eng.mtf,And figured out how it works! | And there're lots of things no one has figured out how to modify yet | Have you figured out how it works
Filippa,en,4,Emma_PyjamasParty.eng.mtf,You mean Filippa? Yeah I know who she is | Filippa? Her name's not Pixie?! Filippa？ | Filippa? Her name's not Pixie?! Filippa？
Finns,sv,4,Fib_Arrival.eng.mtf;Gunnar_Arrival.eng.mtf;Hank_FirstLecture.eng.mtf,Finns det en scen i parken? | Finns det flera? | Finns det något ställe där man kan läsa om hur man programmerar?
fram,sv,4,Elsa_AfterStalking.eng.mtf;Felix_AfterGhostVisit.eng.mtf;Hank_AfterStalking.eng.mtf;Harry_TryFindLodge.eng.mtf,"Men det är en slags apparat som de forskade fram i alla fall | Alltså, grejen var ju bara att det kom fram att den här tjejen bara fanns på int | Sen är det bara rakt fram mot en bro som går över spåren"
fred,sv,4,Elsa_Arrival.eng.mtf;Emma_CanSellSoda.eng.mtf;Emma_PyjamasParty.eng.mtf;Hank_AfterStalking.eng.mtf,"Äsch, jag ska lämna dig i fred så att du kan koncentrera dig | Då kan du vara snäll och lämna mig i fred kanske | Eh, kan du lämna mig i fred eller?"
följa,sv,4,Felix_PyjamasParty.eng.mtf;Hank_FixTheDoor.eng.mtf;Harry_Arrival.eng.mtf;Harry_CanSellSoda.eng.mtf,Kan jag inte följa med dig? | Du kan ju följa med honom upp om du vill | Du kan alltid följa spåren tillbaka
För,sv,4,Frank_HackerTrial1.eng.mtf;Hank_FirstLecture.eng.mtf,För att inte göra den för mäktig | För att lyckas med det måste du anropa en funktion i kuben | För att få kuben att lysa måste man anropa funktionen SetColor
först,sv,4,Fib_AfterStalking.eng.mtf;Frank_CasinoHeist.eng.mtf;Gunnar_LookForModifier.eng.mtf;Harry_TryFindLodge.eng.mtf,"Men inte nu, jag måste jobba lite först | OK, gör det först | Kan man få se den först?"
första,sv,4,Emma_PyjamasParty.eng.mtf;Felix_AfterGhostVisit.eng.mtf;Hank_FirstLecture.eng.mtf,Deras första skiva var mycket bättre än det här | Så du var med en kille för första gången? | Ditt första mål är att få den att lysa
gamla,sv,4,Elsa_SayHiToHer.eng.mtf;Felix_TryFindLodge.eng.mtf;Frank_HackerTrial1.eng.mtf;GoWithPixieToBar.eng.mtf,"Ah, samma gamla vanliga program | Mm, mycket gamla special editions och sånt | Jag och Yulian är gamla vänner, jag var med och startade allting här"
ganska,sv,4,Elsa_AfterStalking.eng.mtf;Fib_Arrival.eng.mtf;Hank_FirstLecture.eng.mtf,"Ja, jag är ganska bra faktiskt | Det är ganska skönt, man har tid att fundera på livet och så | Det är ganska enkelt"
gets,en,4,Felix_AfterGhostVisit.eng.mtf;Felix_AfterStalking.eng.mtf;Felix_DiscoBall.eng.mtf;Hank_FirstLecture.eng.mtf,"You know she gets upset | Before the boss gets pissed off, you know | I've noticed that beer gets me really drunk"
Got,en,4,Elsa_AfterStalking.eng.mtf;Felix_PyjamasParty.eng.mtf;Felix_Trial1.eng.mtf;Hank_FirstLecture.eng.mtf,"Got it, interesting | Got a bit of a cold but other than that I'm good | Got a sweet vibe down here today"
grunderna,sv,4,Frank_HackerTrial1.eng.mtf;Hank_AfterStalking.eng.mtf;Hank_FirstLecture.eng.mtf,"Jag kan lära dig några trick sen när du kan grunderna | Jag skulle kunna visa dig grunderna om du du vill | Jag kommer bara gå in på grunderna idag, mer har vi nog inte tid med"
Gött,sv,4,Fib_AfterStalking.eng.mtf;Hank_CanSellSoda.eng.mtf;Hank_SecondLecture.eng.mtf,Gött | Gött är det! | Gött
hamster,sv,4,Emma_AfterPyjamas.eng.mtf;Emma_Arrival.eng.mtf,"Min hamster ju! | Hej, har du sett min hamster? | Min hamster såklart!"
hemskt,sv,4,Felix_AfterPyjamas.eng.mtf;Felix_AfterStalking.eng.mtf;Fib_Arrival.eng.mtf;George_GamblingTonight.eng.mtf,"Tack så hemskt mycket! | Usch vad hemskt | Ja just det, förlåt så hemskt mycket"
hette,sv,4,Felix_Arrival.eng.mtf;Fib_Arrival.eng.mtf;Frank_AfterGhostVisit.eng.mtf;Hank_FirstDay.eng.mtf,Ja! Herr... jag minns inte vad han hette | Vad var det du hette nu igen? | Han nämnde en person som hette Albert...
hittat,sv,4,Emma_Arrival.eng.mtf;Felix_AfterPyjamas.eng.mtf;Gunnar_FirstDay.eng.mtf;Hank_AfterStalking.eng.mtf,"Har du hittat den? | Jag har hittat en modifierare! | Jag har inte hittat på någon därifrån än, det är därför jag frågar runt ju!"
Hm,sv,4,Frank_AfterGhostVisit.eng.mtf;GetToKnowDorian.eng.mtf;Gunnar_FirstDay.eng.mtf;Hank_AfterStalking.eng.mtf,Hm? | Hm hrm hm... | Hm?
Hold,en,4,Felix_TryFindLodge.eng.mtf;Frank_CasinoHeist.eng.mtf;Hank_FirstLecture.eng.mtf,"Hold on wait a minute, you're the one who came down to the Lodge! | Hold on, this isn't my modifier! | Hold on, hold on, slow down please"
honest,en,4,Elsa_AfterStalking.eng.mtf;George_GamblingTonight.eng.mtf;Gunnar_LookForModifier.eng.mtf;Harry_TryFindLodge.eng.mtf,"Yeah, gotta be honest about it | That's the honest truth | Uh, I don't really know, to be honest"
hotellrum,sv,4,Felix_AfterGhostVisit.eng.mtf;Frank_AfterGhostVisit.eng.mtf;Hank_FirstLecture.eng.mtf,Det var en snubbe på mitt hotellrum i natt | Det kom in någon slags varelse på mitt hotellrum i natt | Det var någon på mitt hotellrum
Howdy,en,4,GetToKnowFib.eng.mtf;Glenn_Arrival.eng.mtf;Harry_CanSellSoda.eng.mtf;Harry_TryFindLodge.eng.mtf,"Howdy | Howdy, feeling lucky?! | Howdy"
Huh,sv,4,Felix_DiscoBall.eng.mtf;George_GamblingTonight.eng.mtf;George_InvestigateMayor.eng.mtf;GiveEvenMoreFiles.eng.mtf,Huh? | Huh? | Huh?
hänt,sv,4,Felix_HelmetDay.eng.mtf;GetToKnowDorian.eng.mtf;Hank_AfterGhostVisit.eng.mtf,Med all skit som har hänt | Inte efter det som hänt | Vad har hänt där?
hört,sv,4,Elsa_AfterStalking.eng.mtf;Emma_PyjamasParty.eng.mtf;Fib_CanSellSoda.eng.mtf;Glenn_Arrival.eng.mtf,"Eh, nej det namnet har jag aldrig hört förut | Jag har hört bättre | Och så är det dåligt för tänderna har jag hört"
ibland,sv,4,Felix_PyjamasParty.eng.mtf;Fib_Arrival.eng.mtf;Hank_FirstLecture.eng.mtf,Du känns jäkligt stiff ibland | Och så måste man gå in och modifera frön och sånt ibland | Och så måste man ju rensa ogräs ibland
ingenting,sv,4,Felix_CrazyParty.eng.mtf;Felix_OLD_GotHackdev.eng.mtf;Hank_FirstLecture.eng.mtf,Kände ingenting... | Fast betyg betyder ju ingenting heller | Jag har skrivit koden men jag ser ingenting
join,en,4,Felix_DiscoBall.eng.mtf;Frank_HackerTrial1.eng.mtf,Is it difficult to join? | I think there's some kinda test if you wanna join | If you wanna join you gotta prove your worth
Jupp,sv,4,Elsa_SayHiToHer.eng.mtf;Fib_Arrival.eng.mtf;Frank_CasinoHeist.eng.mtf;Harry_TryFindLodge.eng.mtf,Jupp | Jupp | Jupp
